  Dados detalhados das AIH - por local internação - Pernambuco
Valor aprovado por Procedimento e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Procedimento";"1995/Ago";"1999/Ago";"2000/Jan";"2000/Set";"2001/Jan";"2002/Mar";"2003/Jan";"2005/Mai";"2006/Set";"2006/Dez";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"0408060387 RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO DE GRANDES ARTICULAÇÕES (OMBRO / COTOVELO / QUADRIL / JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1518,84;-;-;1522,71;-;1534,32;1805,44;3018,07;763,29;2297,61;1518,84;2278,26;765,57;3040,10;759,42;815,75;3259,18;1513,01;3508,39;4079,89;3037,68;1575,17;625,88;1597,69;2440,57;3057,03;1527,21;1518,84;-;1569,83;949,27;2289,88;815,75;1567,79;3523,96;3891,16;1518,84;2912,41;6311,91;2054,33;8044,48;3834,57;4922,10;2349,39;6306,06;1719,07;5854,31;6937,36;1567,07;4684,67;3871,15;1479,56;2997,88;715,31;759,42;1558,35;1492,62;4349,26;5703,39;1448,06;1451,10;6728,99;4447,12;4379,37;2021,35;5359,78;3533,51;2200,47;4308,93;1499,04;2814,77;6150,85;6941,06;2662,52;3591,70;2701,00;710,59;1638,64;4867,25;4370,40;3425,25;2645,25;949,27;3141,12;1515,41;1487,09;2844,26;6733,95;3190,44;5309,31;4672,14;2182,03;3402,67;5472,11;3651,57;5116,07;3522,62;4685,27;4355,02;1468,19;2544,93;827,02;8427,29;2370,86;3141,03;3124,55;8216,94;2373,94;5505,48;7760,29;3022,26;682,84;3643,72;3333,04;3878,64;3205,79;4750,50;3426,05;7019,32;8100,57;4976,18;2411,91;3852,31;6347,54;2318,94;1763,90;10406,73;4301,13;4275,59;8020,36;3889,55;8763,28;4428,80;4686,71;2921,99;4124,32;4237,54;5150,44;5643,35;3649,63;3159,75;853,42;6892,41;2331,62;8874,08;8935,16;3645,14;4547,69;4830,30;3936,53;5557,81;3388,72;2351,25;2851,03;6572,47;4848,06;2835,03;3669,77;5605,70;2451,43;1966,61;1428,27;1511,66;564094,62
"0408060395 RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO EM PEQUENAS E MÉDIAS ARTICULAÇÕES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;368,46;-;-;-;-;-;-;-;-;-;-;759,42;379,71;379,71;379,71;-;-;-;-;-;329,90;-;-;-;366,60;-;-;379,71;-;-;-;-;-;-;317,90;379,71;474,63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;378,79;988,15;-;-;-;-;370,44;338,51;-;-;-;-;-;-;-;-;759,42;-;-;-;-;-;-;379,71;-;-;-;-;567,25;-;731,75;372,56;-;474,63;-;-;-;379,71;-;-;-;-;-;-;-;301,97;-;465,64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;387,28;345,48;-;-;-;-;-;-;298,30;379,71;-;379,71;-;350,22;-;-;-;447,17;468,78;-;-;-;-;-;-;-;-;379,71;350,22;-;473,09;-;-;-;-;-;417,66;740,69;-;-;16442,01
"0408060409 RETIRADA DE TRAÇÃO TRANS-ESQUELÉTICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;656,56;5161,00;10542,63;6736,15;4053,06;11483,67;8586,25;6832,50;10570,54;4717,47;8085,60;7761,62;8533,63;6070,40;5854,42;5629,25;9200,62;7261,73;7667,39;4053,06;3888,05;5526,16;5381,63;2476,87;3812,00;7187,83;5419,56;3776,42;7720,87;5718,26;2026,53;4559,69;3884,18;6794,40;4831,84;3729,81;3369,48;4732,44;4717,22;4677,53;3208,16;4694,21;3031,87;5956,73;5629,25;7671,24;7430,60;8299,16;11031,22;7430,60;7405,10;4902,27;10075,83;8822,47;7993,50;6010,29;8707,30;5998,39;6123,40;8218,69;6586,20;6601,75;7241,83;3796,63;5183,50;3643,59;7205,44;11748,47;5584,69;6630,21;3482,99;2954,33;2631,21;3845,80;3210,81;2412,97;1635,70;2537,96;1366,50;2417,46;4328,60;3919,99;4673,08;2859,91;4241,14;1824,89;2356,25;2384,45;6348,98;4105,33;3004,86;1801,36;1576,19;2026,53;2443,72;4456,95;4897,38;1860,37;3672,85;3870,61;2301,15;3442,74;4196,45;3380,62;2734,61;2458,30;2683,41;1576,19;3484,68;3137,88;5309,08;2798,33;4574,10;5718,60;3591,81;3974,51;4272,21;3672,85;1964,29;1847,69;3217,95;2007,09;4461,43;2702,07;3131,77;1531,42;3030,16;3373,25;2511,71;2955,17;2439,93;2150,95;2844,80;2654,79;2168,25;3902,92;3063,32;1891,55;2235,45;2775,75;1863,62;2150,50;1971,39;2503,02;1762,49;1529,95;2058,51;1532,65;2418,63;327,02;333,40;570,30;2296,68;754,96;973,84;140,16;675,51;509,98;1838,96;450,34;675,51;679206,73
"0408060417 RETRAÇÃO CICATRICIAL DOS DEDOS C/ COMPROMETIMENTO TENDINOSO (POR DEDO)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;205,53;-;205,53;205,53;-;-;-;205,53;-;411,06;-;-;-;-;-;-;-;205,53;-;-;-;205,53;-;224,88;-;-;-;-;-;-;-;-;-;-;-;-;205,53;-;-;-;-;205,53;-;205,53;205,53;-;-;-;-;-;205,53;-;391,22;-;205,53;-;-;-;-;-;-;-;-;-;-;-;-;-;205,53;-;-;-;-;-;314,19;616,59;616,59;175,46;199,79;-;-;-;-;-;-;-;182,29;205,53;-;-;247,76;-;-;381,47;-;-;-;238,86;-;-;-;-;205,53;390,68;-;-;-;-;205,53;-;-;256,90;369,06;-;-;-;-;-;205,53;-;1159,06;-;-;-;411,06;-;247,76;-;-;205,53;-;-;-;205,53;141,26;177,60;205,53;-;-;-;-;-;-;-;446,76;-;-;-;-;-;-;492,95;-;234,69;-;181,77;-;-;-;12620,31
"0408060425 REVISÃO CIRÚRGICA DE COTO DE AMPUTAÇÃO DOS DEDOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1660,87;681,15;1249,89;724,56;465,79;247,77;234,11;465,79;724,56;460,33;368,52;1001,38;3032,75;-;1340,68;-;2851,91;492,35;745,30;-;884,96;702,56;465,41;2263,34;2193,59;2664,49;2111,54;991,08;2474,27;3285,83;2136,66;2095,39;3682,32;5428,56;6501,08;3935,04;2571,33;3764,41;3257,28;3992,59;1233,81;5072,19;3639,19;2987,65;4338,12;6323,16;4593,27;3902,55;6964,22;7159,66;6214,01;6856,26;4201,77;5436,51;5510,66;5978,26;4867,55;4277,63;5480,72;4618,21;7492,95;7493,36;7052,18;6090,25;6443,11;3965,52;6506,62;4851,78;5365,63;7228,83;6379,81;6831,72;5932,60;6955,73;6616,85;5242,00;4117,15;5411,32;5496,67;10211,81;3849,97;5418,21;4273,50;7129,86;6290,33;9562,47;5082,33;7500,23;6855,04;7001,78;9327,03;6142,83;4616,00;4078,36;4903,94;4410,57;4521,45;5869,57;5316,46;6949,52;5826,92;5238,61;5594,80;3676,21;4974,36;5330,67;7778,03;4560,78;7195,35;6019,56;6181,88;4762,44;5176,90;4383,66;5806,74;5755,32;7631,83;8479,08;8963,52;5536,01;7956,40;6604,43;8675,57;6525,62;7371,04;10012,31;14442,98;12301,89;15068,98;9015,72;9870,78;9738,38;10503,79;4303,04;7062,63;8287,44;7152,50;9553,74;6264,88;4909,28;10195,33;6891,77;12198,22;7280,11;7589,87;5920,61;10250,90;8074,99;7472,66;3980,51;6652,82;8097,73;8981,02;5214,67;6090,31;7772,78;7606,81;6334,17;5498,34;2426,55;855614,42
"0408060433 TENODESE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;204,09;204,09;-;726,74;-;204,09;-;-;-;-;204,09;190,10;255,11;283,06;-;-;-;-;-;-;-;-;255,11;-;204,09;-;246,56;204,09;327,07;159,24;438,21;714,31;-;797,68;871,57;469,51;403,03;501,67;-;1009,42;408,18;255,11;246,56;646,46;212,82;-;208,30;210,31;-;-;197,27;-;163,19;220,72;-;-;1065,15;510,22;-;-;460,47;309,04;349,79;756,78;-;450,64;216,38;739,97;52,81;-;364,24;255,11;329,89;-;-;-;476,51;649,66;187,37;616,97;455,18;2440,72;692,49;719,81;-;255,11;1389,50;188,16;1591,85;518,67;1012,35;1475,85;1559,64;733,50;761,18;686,23;797,51;352,79;311,49;363,02;1270,63;1118,27;1098,26;922,99;2519,98;1034,38;157,48;743,45;1832,89;1782,02;1296,61;888,55;821,24;1608,38;1214,65;1534,66;1539,71;733,55;1604,47;1480,99;1078,08;2088,34;631,37;1459,13;1429,16;575,84;1086,87;1579,44;1835,05;1971,41;1653,72;1844,99;2730,79;1651,93;2876,50;2675,20;2453,53;1920,62;2535,66;2562,09;1824,20;3831,14;3313,75;2491,55;2125,49;1356,34;540,30;676,46;1196,07;2627,18;1876,43;2368,61;1532,20;2387,79;1166,37;1844,77;1345,31;976,64;131061,38
"0408060441 TENÓLISE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;218,60;-;1187,23;1405,63;4133,23;4541,78;4647,33;7313,68;6001,88;5422,27;5211,00;3493,74;1824,10;5899,46;3203,24;1349,44;2844,30;3683,18;4943,79;3741,01;2842,67;2329,61;3818,28;2835,47;2331,02;2982,29;5287,64;1997,11;1188,51;1495,10;3885,62;2180,13;5424,82;4342,42;1940,99;3692,51;3336,96;2138,53;3174,78;1926,21;2963,20;3232,58;2376,86;1996,32;2988,46;4480,72;2388,08;2087,56;2428,02;2590,32;2102,58;2431,24;1174,10;1438,48;2424,71;2894,70;3218,84;3117,74;1854,18;4084,11;3370,52;2916,40;3298,74;3745,40;4276,21;3043,26;3648,59;3266,07;3075,56;2422,21;3376,17;4115,17;5962,06;3661,43;5168,56;1269,44;5195,23;4752,18;5756,87;4434,85;7675,73;2639,79;2678,22;4873,05;5535,08;5701,73;4182,81;7563,60;4518,13;5897,56;3599,90;7549,48;7095,63;6714,86;9078,07;5167,04;4395,29;3340,96;3768,54;10021,67;9153,29;6721,32;7772,78;5629,81;3207,94;4162,08;10663,78;11508,01;12896,61;14937,32;10804,74;4550,45;6798,27;7147,83;7207,48;10872,43;10245,51;9978,86;12441,14;15563,27;14892,37;11790,25;13958,96;11952,99;14975,77;13412,88;9316,42;14632,37;20859,02;20118,90;21347,89;21007,83;25111,68;26097,37;28874,40;17088,83;28361,66;29004,73;28208,38;24756,09;29996,40;25652,57;28098,04;31331,76;28062,96;30346,36;36484,30;24118,67;33223,25;22723,25;17891,94;7211,12;9349,11;8913,72;9659,56;11268,36;13291,09;20688,59;24265,43;23894,12;15139,65;17159,09;10179,52;1428220,99
"0408060450 TENOMIORRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;205,91;205,91;2081,32;16036,06;12008,50;15718,87;17658,28;12667,10;9398,60;10541,03;12554,24;6566,32;4508,13;9465,10;8803,43;11067,08;12776,43;13269,85;10312,95;13125,90;10954,91;8888,21;10732,13;10476,25;11459,70;11516,67;10915,75;15907,54;13646,75;11035,43;13756,74;10689,64;12306,27;13669,90;18041,08;18234,28;15779,09;15886,31;18216,87;18680,09;17021,71;13060,27;18943,71;11730,29;14416,69;13087,84;12400,14;12167,68;18184,95;22198,79;18753,20;18046,60;18980,19;15488,50;22263,04;17352,26;17670,06;17841,80;15223,88;24666,72;20317,36;24812,58;24369,72;22374,24;24942,12;22102,85;18957,78;15083,99;20636,27;17593,61;17444,59;16107,85;15942,82;23340,08;20245,01;19869,58;25848,75;15354,06;15459,49;21565,95;21332,94;19628,21;23399,83;21958,49;17399,28;25761,70;23974,77;21663,15;26301,34;17875,97;22889,70;27499,86;28496,77;18301,16;21485,84;24048,15;19925,23;23921,30;15555,92;14207,33;21652,08;21688,14;18813,29;18464,32;22802,21;22183,57;21788,78;20089,31;22768,28;22983,16;20966,12;26168,82;22615,80;23082,61;14853,54;19484,19;20198,95;20151,00;15609,08;19293,81;21693,42;18522,64;18630,98;25558,10;23211,44;26913,77;19034,57;21729,03;28996,80;19861,47;18012,15;19697,24;20828,88;21392,24;23840,32;30501,95;26223,29;23910,20;24195,04;27119,26;24727,12;22498,01;18036,16;23176,63;17617,94;21570,29;26138,56;20796,21;25446,59;25645,01;18979,72;21680,10;19782,42;18830,60;28251,16;30327,69;30311,71;32492,92;26226,64;25731,30;31873,18;13483,11;8455,09;3054866,59
"0408060468 TENOMIOTOMIA / DESINSERÇÃO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;522,34;1534,14;970,28;1848,52;2172,96;2269,32;2817,10;2529,50;2491,79;1957,61;2743,28;1866,34;2456,33;285,36;1126,96;2829,37;3583,85;2483,25;1126,92;1349,69;3926,27;1601,88;1940,99;2830,04;1016,64;2099,46;2427,48;2760,52;3742,40;1862,05;1109,85;872,29;1701,85;525,93;432,76;2188,37;198,89;721,24;522,34;408,17;1179,47;930,61;1341,45;741,66;457,00;966,11;722,86;2360,71;4336,47;3072,67;1277,80;348,24;1730,84;4138,39;2712,81;1265,47;322,50;233,89;1321,48;343,18;1132,09;1585,95;723,49;-;693,14;1412,11;477,65;1675,71;2019,47;2339,95;648,84;1892,98;918,71;1170,66;1131,05;1026,53;717,16;396,54;2248,48;562,91;1296,11;1151,67;2251,30;2084,56;1576,67;495,08;2424,63;859,23;2243,53;3165,09;2295,29;1958,40;3699,13;1550,36;1952,18;4860,42;2633,56;1351,60;671,90;1997,38;3269,78;1052,24;1822,07;1395,67;1018,41;2955,28;2688,43;3938,51;1370,92;2723,20;1485,00;1519,21;2637,81;2135,58;3424,20;2899,58;2778,27;5804,62;5605,79;5403,21;4747,86;3321,63;4642,58;3384,50;4620,44;4298,94;5777,44;4678,49;4736,12;4839,97;5379,46;3103,28;6064,89;4974,61;5860,68;8123,49;7640,63;9080,91;15512,71;10815,51;14019,60;12863,30;10621,30;11234,60;11853,22;9726,78;12038,35;7878,87;5724,20;1677,36;295,85;1371,38;1908,40;3197,50;5614,41;14280,71;12511,75;13625,25;2461,72;3291,14;1087,70;499764,76
"0408060476 TENOPLASTIA OU ENXERTO DE TENDÃO UNICO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;680,20;6993,44;5604,08;2840,10;687,94;3428,09;3686,63;1530,45;2044,47;1491,51;7770,80;5407,83;2645,73;2203,03;3683,77;5564,39;8077,43;3654,05;5645,16;3995,66;9778,89;5318,09;4146,96;11672,05;7363,18;5142,82;6417,36;8151,25;8659,08;4949,00;8989,19;7254,12;5996,25;4994,80;8201,70;7367,09;14187,80;3518,07;6984,03;7192,32;10367,79;7584,41;7077,56;3983,51;2762,99;10996,42;10865,72;3443,57;8353,55;7303,96;4015,40;7625,85;9281,73;6840,49;13070,32;7340,25;11827,26;7052,10;15584,07;12286,22;3427,67;4775,68;6003,67;9256,55;15516,02;13602,56;15300,74;9459,10;18897,14;22000,91;27840,23;29508,90;15769,61;11652,57;20866,20;28667,16;23877,99;21880,21;26346,10;21970,02;22413,08;39782,03;46426,13;26147,59;22783,46;19779,71;31521,27;26899,67;53728,39;33339,68;50148,19;47924,40;51179,35;26404,41;35985,18;28959,76;24572,77;31115,19;35364,50;37245,64;38737,44;37182,76;48559,22;40126,97;38876,52;53352,41;41235,57;42038,10;33211,62;39548,34;43274,78;45300,52;47833,08;33786,09;46640,32;52157,52;50682,16;62162,16;70312,66;61140,16;49619,87;66599,72;61036,01;56878,01;65994,93;59523,70;59956,51;64646,50;73907,02;81015,61;79279,21;78968,92;48799,89;58099,85;81417,89;60080,83;70631,68;90031,74;102295,36;81716,75;102412,77;98888,77;98330,23;85578,40;95353,57;77473,11;61318,87;57970,09;53239,65;24641,06;27722,12;32885,26;36190,36;51618,46;55647,62;63915,95;62520,58;48740,98;88911,78;75548,18;32923,01;5078410,63
"0408060484 TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2949,08;3475,72;7038,74;8293,34;9695,97;14328,16;6234,71;10016,13;8129,45;5855,67;5432,28;8616,19;3770,93;5921,68;3852,62;3900,09;6928,41;3780,36;3782,76;3613,90;4163,78;4571,07;6282,53;6194,45;5866,31;9172,70;6800,68;10011,87;7593,74;5255,88;6420,86;3859,31;8380,10;7451,23;7601,55;10569,62;13591,37;8091,45;9454,59;12505,01;11195,54;7898,18;7484,16;7992,52;4989,07;8352,14;7686,83;8954,79;13561,89;13677,64;11954,33;12364,05;9446,14;10293,45;13440,05;11696,63;12271,24;9957,35;6225,43;12441,28;11171,40;10417,20;14721,38;13130,41;18220,16;12005,91;15340,35;9364,85;17951,38;12873,89;11804,55;16355,08;14688,53;13491,72;18986,27;17146,78;9820,68;13413,55;14390,09;14608,22;15843,50;13628,14;14659,01;17848,42;15435,73;18346,26;24806,69;18284,54;25918,42;14148,50;16341,45;13849,90;8634,28;14213,38;12891,61;17883,93;19496,18;24907,16;19888,58;11055,15;12537,32;9217,11;16025,26;15916,46;19792,07;11416,70;15731,71;22192,95;23043,42;22898,81;19357,14;17031,55;21458,06;22581,23;22813,10;20675,64;19314,21;18465,82;16844,81;19575,16;33290,98;21802,09;24262,64;19435,48;23499,84;22864,14;26370,79;21069,84;16672,67;17786,50;14932,02;24898,80;23978,20;26062,33;26348,88;18942,62;24369,81;15737,05;24093,85;22721,65;23120,11;23911,15;31245,68;25830,33;29248,44;27298,75;26416,63;27733,09;25477,83;21058,32;19865,61;21229,07;25687,20;27658,65;26440,27;33182,66;24124,74;34647,37;26876,79;26364,00;18162,27;2460927,90
"0408060492 TRANSPLANTE DO HALUX P/ O POLEGAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;418,21;-;-;-;-;-;-;338,92;677,84;338,92;-;338,92;-;-;-;-;334,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2447,39
"0408060506 TRANSPLANTE DO SEGUNDO PODODÁCTILO P/ POLEGAR / QUALQUER OUTRO DEDO DA MÃO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;531,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;492,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;925,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;378,50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2329,03
"0408060514 TRANSPLANTE MÚSCULO-CUTÂNEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1281,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1899,60;-;-;-;-;-;-;-;-;-;-;-;1297,01;1082,38;-;-;-;-;-;2718,20;-;-;3847,03;-;-;1139,95;1098,82;-;-;-;3314,11;-;1297,01;-;-;1080,40;-;1082,38;2305,73;1431,66;5223,12;4148,31;4579,23;2788,56;4059,18;4687,77;5953,30;1078,77;57394,11
"0408060522 TRANSPLANTE OSTEO-MÚSCULO-CUTÂNEO C/ MICRO-ANASTOMOSE NO TRONCO OU EXTREMIDADES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1020,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1032,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1015,59;-;844,94;-;-;831,60;1219,40;-;-;-;-;-;-;-;-;1081,74;1081,74;-;-;-;1071,95;-;-;-;-;-;1081,75;1081,75;-;-;-;-;1793,37;882,03;14039,10
"0408060530 TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA MÚLTIPLA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;346,53;-;-;-;-;-;-;-;-;-;-;-;703,14;-;-;-;-;-;338,57;294,37;656,14;779,69;331,35;-;-;689,69;-;346,53;-;346,53;459,21;346,53;943,84;297,18;258,58;346,53;346,53;-;-;-;693,06;564,13;346,53;-;-;-;346,53;-;338,65;-;-;-;346,53;-;267,39;2326,86;1961,73;1094,22;973,70;304,62;590,04;1815,56;1536,91;3433,61;2544,83;940,12;3041,73;649,20;2034,29;1500,70;2187,65;3848,81;3042,46;935,33;294,40;3290,53;3259,87;3911,32;5683,60;4236,85;3592,18;1828,01;642,70;3794,16;1772,53;3389,31;1612,75;1523,10;968,88;3003,11;4338,34;5623,40;3522,54;2539,73;994,85;990,18;1862,14;5051,46;2786,54;3092,23;2793,82;1483,11;2980,85;2377,84;2797,52;2492,60;891,54;1644,13;892,36;1855,07;2023,32;2174,51;3501,36;2986,60;4202,59;2662,40;4497,31;2838,28;2369,57;4196,35;2590,21;2798,94;1125,01;1601,90;4617,11;4385,68;4102,59;5022,51;4055,04;4224,51;1994,01;6308,75;5740,99;4604,90;3253,89;5538,45;5378,29;5480,32;3875,15;4619,82;3693,38;3969,43;2247,56;3591,65;2562,68;833,39;304,92;-;-;2281,70;5003,67;3642,57;3218,40;4272,08;4294,78;4577,57;4356,25;994,28;301924,35
"0408060549 TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA ÚNICA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;202,16;-;-;214,21;622,40;964,81;2293,21;1903,79;1009,23;2438,78;2198,52;1887,90;2203,05;1945,33;1318,92;2317,37;578,04;362,79;1521,58;948,97;1855,87;1494,39;1494,52;1317,40;1452,70;2023,97;584,21;622,95;1507,27;1877,62;1688,42;2131,71;1091,11;1136,51;2029,50;2190,36;549,44;1117,38;562,38;213,91;999,71;1675,79;1504,19;771,13;2299,19;1526,05;1908,73;214,21;399,21;511,29;267,75;-;-;428,42;267,75;429,66;672,73;214,21;349,24;187,45;580,39;173,65;811,84;303,49;267,75;-;683,13;892,96;1150,65;854,00;185,00;229,96;384,39;771,79;374,04;-;1787,76;198,23;1465,06;1531,00;978,23;1147,80;1352,98;1403,23;1459,97;759,71;2830,11;173,85;720,44;727,25;1110,34;551,50;542,08;1178,04;345,01;353,87;1528,41;376,13;278,12;1159,14;1324,01;898,19;1518,44;368,78;202,79;1231,73;753,16;369,58;1028,39;404,54;585,28;958,24;368,65;568,64;1033,76;380,53;1443,92;671,63;971,89;767,43;1483,33;610,66;724,20;1660,64;1515,91;1073,05;417,93;1533,68;169,02;640,56;1938,66;888,80;1547,91;2377,06;1308,69;2308,72;1896,12;1134,76;1407,24;2084,59;910,75;1459,78;2181,86;2139,75;1439,23;1412,80;729,59;1292,00;1259,14;671,26;-;437,91;180,61;922,32;685,50;1431,87;946,94;1362,62;842,15;1273,38;963,89;-;163235,15
